patron_id,patron_type,age_range,home_library,total_checkouts
P0739,At User Senior,75 years and over,Presidio,1
P0739,Digital Access Card,25 to 34 years,Ocean View,1
P0739,Digital Access Card,25 to 34 years,Potrero,1
P0739,Digital Access Card,45 to 54 years,Visitacion Valley,1
P0739,Digital Access Card,45 to 54 years,Western Addition,1
P0739,Digital Access Card,65 to 74 years,Western Addition,1
P0739,Digital Access Card,75 years and over,Noe Valley,1
P0739,Senior,65 to 74 years,Chinatown,1
P0739,Teacher Card,0 to 9 years,West Portal,1
P0739,Welcome,65 to 74 years,Mission Bay,1
P0740,Adult,55 to 59 years,Glen Park,1
P0740,Adult,60 to 64 years,North Beach,1
P0740,Adult,65 to 74 years,Western Addition,1
P0740,Digital Access Card,25 to 34 years,Noe Valley,1
P0740,Digital Access Card,35 to 44 years,Portola,1
P0740,Retired Staff,55 to 59 years,West Portal,1
P0740,Retired Staff,75 years and over,Main,1
P0740,Senior,65 to 74 years,Glen Park,1
P0740,Teacher Card,65 to 74 years,Mission Bay,1
P0740,Teacher Card,Null,Bookmobile,1
P0740,Visitor,20 to 24 years,Bernal Heights,1
P0740,Visitor,45 to 54 years,Chinatown,1
P0740,Welcome,10 to 19 years,Glen Park,1
P0740,Welcome,20 to 24 years,Excelsior,1
P0740,Welcome,55 to 59 years,Potrero,1
P0741,Adult,20 to 24 years,Main,1
P0741,Adult,45 to 54 years,Potrero,1
P0741,Adult,60 to 64 years,Ocean View,1
P0741,Adult,75 years and over,Golden Gate Valley,1
P0741,At User Adult,45 to 54 years,Richmond,1
P0741,Digital Access Card,10 to 19 years,Portola,1
P0741,Retired Staff,Null,Ingleside,1
P0741,Senior,45 to 54 years,Main,1
P0741,Senior,65 to 74 years,Bayview,1
P0741,Senior,65 to 74 years,Western Addition,1
P0741,Teacher Card,35 to 44 years,North Beach,1
P0741,Teacher Card,65 to 74 years,Golden Gate Valley,1
P0741,Welcome,35 to 44 years,Ingleside,1
P0741,Welcome,45 to 54 years,Golden Gate Valley,1
P0741,Welcome,65 to 74 years,Anza,1
P0742,Adult,10 to 19 years,Ingleside,1
P0742,Adult,25 to 34 years,Merced,1
P0742,Adult,55 to 59 years,Ortega,1
P0742,Adult,60 to 64 years,North Beach,1
P0742,Digital Access Card,20 to 24 years,Mission Bay,1
P0742,Digital Access Card,25 to 34 years,Noe Valley,1
P0742,Digital Access Card,60 to 64 years,Mission,1
P0742,Digital Access Card,60 to 64 years,West Portal,1
P0742,Juvenile,10 to 19 years,Ortega,1
P0742,Senior,65 to 74 years,Anza,1
P0742,Senior,65 to 74 years,Excelsior,1
P0742,Senior,65 to 74 years,Presidio,1
P0742,Senior,75 years and over,Excelsior,1
P0742,Teacher Card,35 to 44 years,Bookmobile,1
P0742,Teacher Card,Null,Richmond,1
P0743,Adult,0 to 9 years,Mission,1
P0743,Adult,35 to 44 years,Richmond,1
P0743,Digital Access Card,25 to 34 years,Parkside,1
P0743,Digital Access Card,25 to 34 years,West Portal,1
P0743,Digital Access Card,35 to 44 years,Golden Gate Valley,1
P0743,Digital Access Card,65 to 74 years,Mission,1
P0743,Retired Staff,60 to 64 years,Visitacion Valley,1
P0743,Retired Staff,65 to 74 years,Western Addition,1
P0743,Senior,60 to 64 years,Mission,1
P0743,Senior,75 years and over,Bernal Heights,1
P0743,Teacher Card,20 to 24 years,Excelsior,1
P0743,Welcome,25 to 34 years,Golden Gate Valley,1
P0743,Welcome,55 to 59 years,Main,1
P0743,Welcome,60 to 64 years,Visitacion Valley,1
P0743,Welcome,65 to 74 years,Visitacion Valley,1
P0744,Adult,Null,Ocean View,1
P0744,At User Adult,Null,Main,1
P0744,At User Senior,65 to 74 years,Parkside,1
P0744,Digital Access Card,25 to 34 years,Parkside,1
P0744,Digital Access Card,55 to 59 years,Marina,1
P0744,Digital Access Card,65 to 74 years,Potrero,1
P0744,Juvenile,10 to 19 years,Ortega,1
P0744,Juvenile,45 to 54 years,Main,1
P0744,Retired Staff,60 to 64 years,Portola,1
P0744,Retired Staff,Null,Park,1
P0744,Senior,75 years and over,Western Addition,1
P0744,Senior,Null,North Beach,1
P0744,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0744,Teen,10 to 19 years,Western Addition,1
P0744,Welcome,20 to 24 years,Presidio,1
P0745,Adult,65 to 74 years,Richmond,1
P0745,At User Adult,35 to 44 years,Golden Gate Valley,1
P0745,Digital Access Card,45 to 54 years,Ingleside,1
P0745,Juvenile,0 to 9 years,Chinatown,1
P0745,Juvenile,0 to 9 years,Merced,1
P0745,Retired Staff,75 years and over,Mission,1
P0745,Teacher Card,20 to 24 years,Glen Park,1
P0745,Teacher Card,45 to 54 years,Noe Valley,1
P0745,Teacher Card,55 to 59 years,Bernal Heights,1
P0745,Teacher Card,60 to 64 years,Mission,1
P0745,Visitor,25 to 34 years,Eureka Valley,1
P0745,Visitor,65 to 74 years,Main,1
P0745,Visitor,75 years and over,Presidio,1
P0745,Welcome,45 to 54 years,Merced,1
P0745,Welcome,75 years and over,Ingleside,1
P0746,Adult,0 to 9 years,Noe Valley,1
P0746,Adult,0 to 9 years,Portola,1
P0746,At User Adult,45 to 54 years,North Beach,1
P0746,Digital Access Card,0 to 9 years,Bayview,1
P0746,Digital Access Card,55 to 59 years,Main,1
P0746,Senior,60 to 64 years,Eureka Valley,1
P0746,Teacher Card,35 to 44 years,Visitacion Valley,1
P0746,Visitor,65 to 74 years,Excelsior,1
P0746,Welcome,0 to 9 years,Bernal Heights,1
P0746,Welcome,10 to 19 years,Bayview,1
P0746,Welcome,45 to 54 years,West Portal,1
P0746,Welcome,55 to 59 years,Golden Gate Valley,1
P0746,Welcome,55 to 59 years,Potrero,1
P0746,Welcome,65 to 74 years,Ortega,1
P0746,Welcome,75 years and over,Western Addition,1
P0747,Digital Access Card,35 to 44 years,Chinatown,1
P0747,Digital Access Card,60 to 64 years,Presidio,1
P0747,Digital Access Card,75 years and over,Noe Valley,1
P0747,Juvenile,0 to 9 years,Mission Bay,1
P0747,Juvenile,0 to 9 years,Noe Valley,1
P0747,Juvenile,10 to 19 years,Bayview,1
P0747,Retired Staff,65 to 74 years,Excelsior,1
P0747,Retired Staff,Null,Park,1
P0747,Retired Staff,Null,West Portal,1
P0747,Senior,75 years and over,North Beach,1
P0747,Teacher Card,65 to 74 years,Park,1
P0747,Teacher Card,Null,Richmond,1
P0747,Teen,Null,Presidio,1
P0747,Welcome,35 to 44 years,Eureka Valley,1
P0747,Welcome,35 to 44 years,Noe Valley,1
P0748,Adult,20 to 24 years,Null,1
P0748,Adult,25 to 34 years,Visitacion Valley,1
P0748,At User Juvenile,0 to 9 years,Main,1
P0748,At User Senior,75 years and over,Western Addition,1
P0748,Digital Access Card,55 to 59 years,Golden Gate Valley,1
P0748,Digital Access Card,Null,Glen Park,1
P0748,Juvenile,0 to 9 years,Sunset,1
P0748,Juvenile,35 to 44 years,Chinatown,1
P0748,Retired Staff,Null,Chinatown,1
P0748,Senior,60 to 64 years,Chinatown,1
P0748,Teacher Card,55 to 59 years,Parkside,1
P0748,Teacher Card,Null,Glen Park,1
P0748,Welcome,25 to 34 years,Bayview,2
P0748,Welcome,60 to 64 years,Ortega,1
P0749,Adult,0 to 9 years,Chinatown,1
P0749,Adult,75 years and over,West Portal,1
P0749,Digital Access Card,20 to 24 years,Western Addition,1
P0749,Digital Access Card,65 to 74 years,Main,1
P0749,Digital Access Card,Null,Golden Gate Valley,1
P0749,Juvenile,10 to 19 years,Mission,1
P0749,Juvenile,35 to 44 years,Main,1
P0749,Retired Staff,65 to 74 years,Sunset,1
P0749,Senior,Null,Mission,1
P0749,Teacher Card,10 to 19 years,Noe Valley,1
P0749,Teacher Card,25 to 34 years,Bayview,1
P0749,Teacher Card,25 to 34 years,Mission Bay,1
P0749,Teacher Card,45 to 54 years,Parkside,1
P0749,Teen,10 to 19 years,Bernal Heights,1
P0749,Visitor,75 years and over,Richmond,1
P0750,Adult,25 to 34 years,Marina,1
P0750,Adult,Null,West Portal,1
P0750,At User Welcome,35 to 44 years,Bookmobile,1
P0750,Digital Access Card,60 to 64 years,Sunset,1
P0750,Juvenile,10 to 19 years,Mission Bay,1
P0750,Juvenile,10 to 19 years,Visitacion Valley,1
P0750,Retired Staff,65 to 74 years,Mission,1
P0750,Senior,55 to 59 years,Bayview,1
P0750,Teacher Card,35 to 44 years,Eureka Valley,1
P0750,Teacher Card,45 to 54 years,Park,1
P0750,Visitor,55 to 59 years,Presidio,1
P0750,Welcome,20 to 24 years,Park,1
P0750,Welcome,35 to 44 years,Western Addition,1
P0750,Welcome,45 to 54 years,Glen Park,1
P0750,Welcome,75 years and over,Potrero,1
P0751,Adult,25 to 34 years,West Portal,1
P0751,At User Senior,65 to 74 years,Marina,1
P0751,Digital Access Card,10 to 19 years,Park,1
P0751,Digital Access Card,20 to 24 years,Mission,1
P0751,Digital Access Card,20 to 24 years,Richmond,1
P0751,Digital Access Card,25 to 34 years,Merced,1
P0751,Digital Access Card,60 to 64 years,Mission,1
P0751,Digital Access Card,75 years and over,Parkside,1
P0751,Juvenile,0 to 9 years,Merced,1
P0751,Juvenile,25 to 34 years,Bayview,1
P0751,Senior,55 to 59 years,Parkside,1
P0751,Senior,75 years and over,Golden Gate Valley,1
P0751,Teacher Card,35 to 44 years,Glen Park,1
P0751,Welcome,45 to 54 years,Marina,1
P0751,Welcome,65 to 74 years,Ocean View,1
P0752,Adult,0 to 9 years,Ingleside,1
P0752,At User Adult,45 to 54 years,Main,1
P0752,Digital Access Card,0 to 9 years,Mission Bay,1
P0752,Digital Access Card,20 to 24 years,North Beach,1
P0752,Retired Staff,60 to 64 years,Main,1
P0752,Senior,60 to 64 years,Ortega,1
P0752,Teacher Card,25 to 34 years,Mission Bay,1
P0752,Teacher Card,35 to 44 years,Main,1
P0752,Teen,10 to 19 years,Noe Valley,1
P0752,Visitor,20 to 24 years,Mission,1
P0752,Welcome,0 to 9 years,Ingleside,1
P0752,Welcome,20 to 24 years,Sunset,1
P0752,Welcome,25 to 34 years,Park,1
P0752,Welcome,35 to 44 years,Ingleside,1
P0752,Welcome,75 years and over,Richmond,1
P0753,Adult,20 to 24 years,Eureka Valley,1
P0753,Adult,55 to 59 years,Ingleside,1
P0753,At User Adult,35 to 44 years,Mission,1
P0753,Digital Access Card,60 to 64 years,Main,1
P0753,Digital Access Card,65 to 74 years,Glen Park,1
P0753,Retired Staff,65 to 74 years,Main,1
P0753,Teacher Card,20 to 24 years,Eureka Valley,1
P0753,Teacher Card,25 to 34 years,North Beach,1
P0753,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0753,Teacher Card,55 to 59 years,Western Addition,1
P0753,Teacher Card,65 to 74 years,Western Addition,1
P0753,Visitor,20 to 24 years,North Beach,1
P0753,Visitor,25 to 34 years,Park,1
P0753,Welcome,20 to 24 years,Chinatown,1
P0753,Welcome,75 years and over,Parkside,1
P0754,Adult,25 to 34 years,Excelsior,1
P0754,Adult,35 to 44 years,Parkside,1
P0754,Adult,55 to 59 years,Merced,1
P0754,Adult,Null,Richmond,1
P0754,At User Welcome,25 to 34 years,Glen Park,1
P0754,Digital Access Card,10 to 19 years,North Beach,1
P0754,Digital Access Card,20 to 24 years,Sunset,1
P0754,Digital Access Card,25 to 34 years,Eureka Valley,1
P0754,Digital Access Card,45 to 54 years,Mission Bay,1
P0754,Digital Access Card,60 to 64 years,Park,1
P0754,Juvenile,20 to 24 years,Park,1
P0754,Library By Mail,75 years and over,Main,1
P0754,Retired Staff,65 to 74 years,Bayview,1
P0754,Visitor,25 to 34 years,Ocean View,1
P0754,Welcome,45 to 54 years,Parkside,1
P0755,Adult,20 to 24 years,Null,1
P0755,Adult,25 to 34 years,Mission Bay,1
P0755,Adult,35 to 44 years,Western Addition,1
P0755,At User Adult,55 to 59 years,Main,1
P0755,At User Juvenile,0 to 9 years,Main,1
P0755,Juvenile,10 to 19 years,North Beach,1
P0755,Senior,60 to 64 years,Park,1
P0755,Teacher Card,45 to 54 years,Bernal Heights,1
P0755,Teacher Card,45 to 54 years,Ortega,1
P0755,Visitor,35 to 44 years,Presidio,1
P0755,Visitor,75 years and over,Main,1
P0755,Welcome,10 to 19 years,Excelsior,1
P0755,Welcome,25 to 34 years,North Beach,1
P0755,Welcome,25 to 34 years,Presidio,1
P0755,Welcome,65 to 74 years,Western Addition,1
P0756,Adult,10 to 19 years,Excelsior,1
P0756,Adult,75 years and over,Ortega,1
P0756,At User Juvenile,10 to 19 years,Main,1
P0756,Digital Access Card,35 to 44 years,Ocean View,1
P0756,Digital Access Card,Null,Sunset,1
P0756,Juvenile,10 to 19 years,Potrero,1
P0756,Juvenile,65 to 74 years,Main,1
P0756,Retired Staff,55 to 59 years,Main,1
P0756,Teacher Card,60 to 64 years,West Portal,1
P0756,Teacher Card,Null,Bernal Heights,1
P0756,Teen,20 to 24 years,Ingleside,1
P0756,Welcome,20 to 24 years,Park,1
P0756,Welcome,45 to 54 years,Anza,1
P0756,Welcome,55 to 59 years,Mission,1
P0756,Welcome,Null,Sunset,1
P0757,Adult,55 to 59 years,Anza,1
P0757,Adult,65 to 74 years,Eureka Valley,1
P0757,Digital Access Card,20 to 24 years,West Portal,1
P0757,Digital Access Card,45 to 54 years,Noe Valley,1
P0757,Digital Access Card,Null,Main,1
P0757,Juvenile,10 to 19 years,Excelsior,1
P0757,Retired Staff,Null,Bernal Heights,1
P0757,Senior,55 to 59 years,Ortega,1
P0757,Senior,65 to 74 years,Bayview,1
P0757,Teacher Card,35 to 44 years,Mission,1
P0757,Visitor,20 to 24 years,Bernal Heights,1
P0757,Welcome,10 to 19 years,Ortega,1
P0757,Welcome,10 to 19 years,Potrero,1
P0757,Welcome,55 to 59 years,Richmond,1
P0757,Welcome,75 years and over,Main,1
P0758,Adult,45 to 54 years,Bayview,1
P0758,Adult,60 to 64 years,Parkside,1
P0758,Adult,65 to 74 years,Richmond,1
P0758,Digital Access Card,75 years and over,Chinatown,1
P0758,Juvenile,10 to 19 years,Merced,1
P0758,Retired Staff,Null,Chinatown,1
P0758,Senior,55 to 59 years,Ingleside,1
P0758,Senior,75 years and over,Portola,1
P0758,Teacher Card,75 years and over,West Portal,1
P0758,Teen,10 to 19 years,Richmond,1
P0758,Welcome,45 to 54 years,Potrero,1
P0758,Welcome,55 to 59 years,Glen Park,1
P0758,Welcome,60 to 64 years,Mission Bay,1
P0758,Welcome,65 to 74 years,Parkside,1
P0758,Welcome,65 to 74 years,Western Addition,1
P0759,Adult,20 to 24 years,Park,1
P0759,Adult,25 to 34 years,Main,1
P0759,Adult,45 to 54 years,North Beach,1
P0759,Adult,55 to 59 years,Excelsior,1
P0759,Adult,55 to 59 years,Portola,1
P0759,Adult,75 years and over,Excelsior,1
P0759,Digital Access Card,20 to 24 years,North Beach,1
P0759,Juvenile,35 to 44 years,Park,1
P0759,Senior,60 to 64 years,Ingleside,1
P0759,Senior,75 years and over,Noe Valley,1
P0759,Teacher Card,60 to 64 years,Presidio,1
P0759,Teacher Card,65 to 74 years,Mission Bay,1
P0759,Welcome,20 to 24 years,Mission,1
P0759,Welcome,55 to 59 years,Glen Park,1
P0759,Welcome,65 to 74 years,Sunset,1
P0760,Adult,25 to 34 years,Visitacion Valley,1
P0760,Adult,60 to 64 years,Western Addition,1
P0760,Adult,75 years and over,West Portal,1
P0760,Adult,Null,Chinatown,1
P0760,At User Adult,60 to 64 years,Ingleside,1
P0760,Digital Access Card,20 to 24 years,Ortega,1
P0760,Digital Access Card,45 to 54 years,Ortega,1
P0760,Digital Access Card,75 years and over,Bayview,1
P0760,Teacher Card,20 to 24 years,Bayview,1
P0760,Teacher Card,20 to 24 years,Western Addition,1
P0760,Teacher Card,35 to 44 years,Western Addition,1
P0760,Teacher Card,75 years and over,Ingleside,1
P0760,Welcome,25 to 34 years,Anza,1
P0760,Welcome,35 to 44 years,Visitacion Valley,1
P0760,Welcome,75 years and over,Chinatown,1
P0761,Adult,35 to 44 years,Potrero,1
P0761,Adult,60 to 64 years,Bookmobile,1
P0761,Adult,60 to 64 years,Eureka Valley,1
P0761,Retired Staff,65 to 74 years,Potrero,1
P0761,Senior,60 to 64 years,Richmond,1
P0761,Senior,65 to 74 years,Glen Park,1
P0761,Senior,75 years and over,Ortega,1
P0761,Teacher Card,25 to 34 years,Bayview,1
P0761,Teen,Null,Mission,1
P0761,Welcome,10 to 19 years,Ortega,1
P0761,Welcome,55 to 59 years,Glen Park,1
P0761,Welcome,60 to 64 years,Anza,1
P0761,Welcome,65 to 74 years,Marina,1
P0761,Welcome,65 to 74 years,Western Addition,1
P0761,Welcome,75 years and over,Richmond,1
P0762,Adult,25 to 34 years,Bayview,1
P0762,Adult,35 to 44 years,Noe Valley,1
P0762,Adult,35 to 44 years,Portola,1
P0762,Adult,60 to 64 years,Ingleside,1
P0762,At User Adult,60 to 64 years,Ingleside,1
P0762,At User Senior,65 to 74 years,Merced,1
P0762,Digital Access Card,0 to 9 years,Main,1
P0762,Digital Access Card,55 to 59 years,West Portal,1
P0762,Digital Access Card,65 to 74 years,Parkside,1
P0762,Retired Staff,65 to 74 years,Park,1
P0762,Senior,60 to 64 years,Excelsior,1
P0762,Senior,60 to 64 years,Marina,1
P0762,Teacher Card,25 to 34 years,West Portal,1
P0762,Welcome,0 to 9 years,Mission,1
P0762,Welcome,45 to 54 years,Mission Bay,1
P0763,Adult,20 to 24 years,Ingleside,1
P0763,At User Adult,35 to 44 years,Ortega,1
P0763,At User Adult,55 to 59 years,Anza,1
P0763,At User Welcome,75 years and over,Main,1
P0763,Digital Access Card,10 to 19 years,Parkside,1
P0763,Digital Access Card,25 to 34 years,Park,1
P0763,Digital Access Card,55 to 59 years,Richmond,1
P0763,Juvenile,0 to 9 years,Richmond,1
P0763,Retired Staff,Null,Western Addition,1
P0763,Teacher Card,55 to 59 years,Ingleside,1
P0763,Teacher Card,Null,Marina,1
P0763,Welcome,20 to 24 years,Merced,1
P0763,Welcome,25 to 34 years,Presidio,1
P0763,Welcome,35 to 44 years,Sunset,1
P0763,Welcome,55 to 59 years,Sunset,1
P0764,Adult,10 to 19 years,Portola,1
P0764,Adult,25 to 34 years,Glen Park,1
P0764,Adult,55 to 59 years,Noe Valley,1
P0764,Digital Access Card,0 to 9 years,Mission Bay,1
P0764,Digital Access Card,45 to 54 years,Glen Park,1
P0764,Digital Access Card,55 to 59 years,West Portal,2
P0764,Digital Access Card,75 years and over,Mission Bay,1
P0764,Juvenile,10 to 19 years,Golden Gate Valley,1
P0764,Senior,65 to 74 years,Main,1
P0764,Teen,10 to 19 years,Noe Valley,1
P0764,Visitor,35 to 44 years,Park,1
P0764,Welcome,20 to 24 years,Noe Valley,1
P0764,Welcome,35 to 44 years,Bayview,1
P0764,Welcome,45 to 54 years,Chinatown,1
P0765,Adult,20 to 24 years,Presidio,1
P0765,Adult,35 to 44 years,Anza,1
P0765,Adult,60 to 64 years,Marina,1
P0765,Digital Access Card,0 to 9 years,Bayview,1
P0765,Juvenile,0 to 9 years,Noe Valley,1
P0765,Senior,75 years and over,West Portal,1
P0765,Teacher Card,25 to 34 years,Noe Valley,1
P0765,Teen,0 to 9 years,Excelsior,1
P0765,Visitor,35 to 44 years,Golden Gate Valley,1
P0765,Visitor,65 to 74 years,Sunset,1
P0765,Welcome,25 to 34 years,North Beach,1
P0765,Welcome,60 to 64 years,Visitacion Valley,1
P0765,Welcome,65 to 74 years,Parkside,1
P0765,Welcome,75 years and over,Visitacion Valley,1
P0765,Welcome,Null,Main,1
P0766,Adult,35 to 44 years,Richmond,1
P0766,Adult,75 years and over,Western Addition,1
P0766,Adult,Null,Presidio,1
P0766,At User Welcome,35 to 44 years,Bookmobile,1
P0766,Digital Access Card,10 to 19 years,Marina,1
P0766,Digital Access Card,60 to 64 years,Parkside,1
P0766,Digital Access Card,Null,Bayview,1
P0766,Library By Mail,60 to 64 years,Main,1
P0766,Senior,35 to 44 years,Western Addition,1
P0766,Teacher Card,60 to 64 years,Chinatown,1
P0766,Teacher Card,75 years and over,Ortega,1
P0766,Welcome,20 to 24 years,Mission,1
P0766,Welcome,35 to 44 years,Sunset,1
P0766,Welcome,45 to 54 years,Presidio,1
P0766,Welcome,65 to 74 years,North Beach,1
P0767,Adult,45 to 54 years,Anza,1
P0767,Digital Access Card,10 to 19 years,Potrero,1
P0767,Digital Access Card,55 to 59 years,Sunset,1
P0767,Retired Staff,65 to 74 years,Bernal Heights,1
P0767,Retired Staff,Null,Park,1
P0767,Senior,75 years and over,Bookmobile,1
P0767,Teacher Card,0 to 9 years,Main,1
P0767,Teacher Card,25 to 34 years,Mission,1
P0767,Teacher Card,60 to 64 years,Anza,1
P0767,Teacher Card,65 to 74 years,Bernal Heights,1
P0767,Teacher Card,65 to 74 years,Glen Park,1
P0767,Welcome,35 to 44 years,Glen Park,1
P0767,Welcome,35 to 44 years,West Portal,1
P0767,Welcome,60 to 64 years,Potrero,1
P0767,Welcome,75 years and over,Merced,1
P0768,Adult,10 to 19 years,Golden Gate Valley,1
P0768,Adult,20 to 24 years,Noe Valley,1
P0768,Adult,20 to 24 years,Parkside,1
P0768,Adult,25 to 34 years,Western Addition,1
P0768,Adult,45 to 54 years,North Beach,1
P0768,Adult,65 to 74 years,Park,1
P0768,Adult,65 to 74 years,Potrero,1
P0768,At User Adult,35 to 44 years,West Portal,1
P0768,At User Senior,75 years and over,Park,1
P0768,Digital Access Card,20 to 24 years,Main,1
P0768,Digital Access Card,65 to 74 years,Main,1
P0768,Teacher Card,35 to 44 years,Main,1
P0768,Teacher Card,60 to 64 years,Portola,1
P0768,Teacher Card,60 to 64 years,Presidio,1
P0768,Welcome,75 years and over,Ingleside,1
P0769,Adult,10 to 19 years,Visitacion Valley,1
P0769,Adult,25 to 34 years,Richmond,1
P0769,Adult,35 to 44 years,Main,1
P0769,Adult,35 to 44 years,Noe Valley,1
P0769,Adult,65 to 74 years,Merced,1
P0769,Adult,65 to 74 years,Noe Valley,1
P0769,Digital Access Card,10 to 19 years,North Beach,1
P0769,Library By Mail,20 to 24 years,Main,1
P0769,Retired Staff,75 years and over,Bookmobile,1
P0769,Senior,60 to 64 years,Bayview,1
P0769,Teacher Card,55 to 59 years,Park,1
P0769,Teacher Card,60 to 64 years,Presidio,1
P0769,Visitor,60 to 64 years,Main,1
P0769,Welcome,35 to 44 years,Potrero,1
P0769,Welcome,75 years and over,Anza,1
P0770,At User Adult,45 to 54 years,Glen Park,1
P0770,Digital Access Card,10 to 19 years,Merced,1
P0770,Digital Access Card,35 to 44 years,Marina,1
P0770,Digital Access Card,60 to 64 years,Excelsior,1
P0770,Digital Access Card,65 to 74 years,Sunset,1
P0770,Digital Access Card,75 years and over,Bernal Heights,1
P0770,Juvenile,35 to 44 years,West Portal,1
P0770,Retired Staff,65 to 74 years,Noe Valley,1
P0770,Retired Staff,75 years and over,Bookmobile,1
P0770,Teacher Card,25 to 34 years,Noe Valley,1
P0770,Teacher Card,25 to 34 years,North Beach,1
P0770,Welcome,60 to 64 years,Main,1
P0770,Welcome,60 to 64 years,Merced,1
P0770,Welcome,60 to 64 years,Sunset,1
P0770,Welcome,75 years and over,Excelsior,1
P0771,Adult,10 to 19 years,Mission,1
P0771,Adult,25 to 34 years,Noe Valley,1
P0771,Adult,45 to 54 years,Bayview,1
P0771,Adult,60 to 64 years,Excelsior,1
P0771,Adult,60 to 64 years,Ocean View,1
P0771,At User Juvenile,10 to 19 years,Bernal Heights,1
P0771,Digital Access Card,65 to 74 years,Potrero,1
P0771,Retired Staff,55 to 59 years,Potrero,1
P0771,Senior,60 to 64 years,Noe Valley,1
P0771,Senior,75 years and over,Noe Valley,1
P0771,Teacher Card,0 to 9 years,Bookmobile,1
P0771,Teacher Card,25 to 34 years,Bookmobile,1
P0771,Teen,10 to 19 years,Sunset,1
P0771,Teen,10 to 19 years,Visitacion Valley,1
P0771,Visitor,60 to 64 years,Noe Valley,1
P0772,Adult,45 to 54 years,Presidio,1
P0772,Adult,65 to 74 years,Anza,1
P0772,Adult,65 to 74 years,Excelsior,1
P0772,Adult,75 years and over,Ortega,1
P0772,Digital Access Card,10 to 19 years,Ocean View,1
P0772,Digital Access Card,20 to 24 years,Park,1
P0772,Digital Access Card,35 to 44 years,Anza,1
P0772,Digital Access Card,65 to 74 years,Western Addition,1
P0772,Digital Access Card,75 years and over,Bernal Heights,1
P0772,Juvenile,0 to 9 years,Park,1
P0772,Library By Mail,35 to 44 years,Main,1
P0772,Retired Staff,Null,Ingleside,1
P0772,Teacher Card,75 years and over,Ingleside,1
P0772,Welcome,25 to 34 years,Excelsior,1
P0772,Welcome,45 to 54 years,West Portal,1
P0773,Adult,25 to 34 years,Ingleside,1
P0773,Adult,55 to 59 years,Western Addition,1
P0773,Adult,75 years and over,Ocean View,1
P0773,At User Teen,10 to 19 years,Glen Park,1
P0773,Juvenile,35 to 44 years,Merced,1
P0773,Retired Staff,Null,Main,1
P0773,Teacher Card,25 to 34 years,Park,1
P0773,Teen,Null,Main,1
P0773,Visitor,60 to 64 years,Noe Valley,1
P0773,Visitor,60 to 64 years,North Beach,1
P0773,Welcome,20 to 24 years,North Beach,1
P0773,Welcome,45 to 54 years,Bernal Heights,1
P0773,Welcome,45 to 54 years,Ortega,1
P0773,Welcome,75 years and over,Mission,1
P0773,Welcome,75 years and over,Western Addition,1
P0774,Adult,10 to 19 years,Visitacion Valley,1
P0774,Adult,35 to 44 years,Ingleside,1
P0774,At User Adult,45 to 54 years,Marina,1
P0774,Digital Access Card,20 to 24 years,Marina,1
P0774,Digital Access Card,25 to 34 years,Noe Valley,1
P0774,Digital Access Card,Null,Visitacion Valley,1
P0774,Retired Staff,75 years and over,North Beach,1
P0774,Retired Staff,Null,Portola,1
P0774,Senior,55 to 59 years,Parkside,1
P0774,Teacher Card,45 to 54 years,Chinatown,1
P0774,Teacher Card,45 to 54 years,Visitacion Valley,1
P0774,Teacher Card,65 to 74 years,Eureka Valley,1
P0774,Teacher Card,65 to 74 years,Potrero,1
P0774,Welcome,20 to 24 years,Merced,1
P0774,Welcome,25 to 34 years,Anza,1
P0775,Adult,65 to 74 years,Bayview,1
P0775,Digital Access Card,20 to 24 years,Excelsior,1
P0775,Digital Access Card,20 to 24 years,Parkside,1
P0775,Digital Access Card,25 to 34 years,Mission,1
P0775,Digital Access Card,55 to 59 years,Sunset,1
P0775,Juvenile,0 to 9 years,Chinatown,1
P0775,Juvenile,0 to 9 years,Noe Valley,1
P0775,Juvenile,10 to 19 years,Bayview,1
P0775,Library By Mail,75 years and over,Main,1
P0775,Senior,55 to 59 years,Portola,1
P0775,Senior,75 years and over,Portola,1
P0775,Welcome,20 to 24 years,Main,1
P0775,Welcome,55 to 59 years,Merced,1
P0775,Welcome,65 to 74 years,Bayview,1
P0775,Welcome,75 years and over,Chinatown,1
P0776,Adult,0 to 9 years,Parkside,1
P0776,Adult,20 to 24 years,Main,1
P0776,Adult,55 to 59 years,Noe Valley,1
P0776,Adult,55 to 59 years,Potrero,1
P0776,Adult,65 to 74 years,Marina,1
P0776,At User Adult,65 to 74 years,Chinatown,1
P0776,Digital Access Card,25 to 34 years,Eureka Valley,1
P0776,Digital Access Card,Null,Glen Park,1
P0776,Juvenile,0 to 9 years,Portola,1
P0776,Retired Staff,75 years and over,Ortega,1
P0776,Senior,65 to 74 years,Golden Gate Valley,1
P0776,Teacher Card,45 to 54 years,Golden Gate Valley,1
P0776,Visitor,75 years and over,Western Addition,1
P0776,Welcome,35 to 44 years,Western Addition,1
P0776,Welcome,45 to 54 years,Ocean View,1
P0777,Adult,45 to 54 years,Bayview,1
P0777,Digital Access Card,10 to 19 years,Potrero,2
P0777,Digital Access Card,45 to 54 years,Portola,1
P0777,Digital Access Card,45 to 54 years,Sunset,1
